"TOWNCODE","PERIOD","AGE","CASE","POP"
"67000270","2005-2009","65-69",34,25970
"67000270","2005-2009","70-74",57,24245
"67000270","2005-2009","75-79",166,66838
"67000270","2005-2009","80-84",12,4326
"67000270","2010-2014","40-44",6,24992
"67000270","2010-2014","45-49",40,112475
"67000270","2010-2014","50-54",8,16091
"67000270","2010-2014","55-59",17,17900
"67000270","2010-2014","60-64",34,23699
"67000270","2010-2014","65-69",59,37819
"67000270","2010-2014","70-74",45,24083
"67000270","2010-2014","75-79",240,89501
"67000270","2010-2014","80-84",1814,573233
"67000270","2015-2019","40-44",18,73000
"67000270","2015-2019","45-49",8,25624
"67000270","2015-2019","50-54",6,9137
"67000270","2015-2019","55-59",119,150440
"67000270","2015-2019","60-64",150,143466
"67000270","2015-2019","65-69",22,12130
"67000270","2015-2019","70-74",7,3336
"67000270","2015-2019","75-79",48,16606
"67000270","2015-2019","80-84",84,26514
"67000280","1995-1999","40-44",64,193271
"67000280","1995-1999","45-49",8,22256
"67000280","1995-1999","50-54",7,4545
"67000280","1995-1999","55-59",26,29563
"67000280","1995-1999","60-64",150,140305
"67000280","1995-1999","65-69",241,172687
"67000280","1995-1999","70-74",24,9928
"67000280","1995-1999","75-79",33,18228
"67000280","1995-1999","80-84",21,10546
"67000280","2000-2004","40-44",5,6760
"67000280","2000-2004","45-49",16,23340
"67000280","2000-2004","50-54",49,75521
"67000280","2000-2004","55-59",19,14979
"67000280","2000-2004","60-64",18,20349
"67000280","2000-2004","65-69",23,15021
"67000280","2000-2004","70-74",57,38493
"67000280","2000-2004","75-79",168,84387
"67000280","2000-2004","80-84",362,130909
"67000280","2005-2009","40-44",2,10245
"67000280","2005-2009","45-49",9,26353
"67000280","2005-2009","50-54",5,11289
"67000280","2005-2009","55-59",42,40008
"67000280","2005-2009","60-64",41,29307
"67000280","2005-2009","65-69",49,28090
"67000280","2005-2009","70-74",38,15421
"67000280","2005-2009","75-79",98,37493
"67000280","2005-2009","80-84",173,59971
"67000280","2010-2014","40-44",53,169589
"67000280","2010-2014","45-49",1,7136
"67000280","2010-2014","50-54",10,23227
"67000280","2010-2014","55-59",11,21557
"67000280","2010-2014","60-64",72,51946
"67000280","2010-2014","65-69",79,49245
"67000280","2010-2014","70-74",117,49269
"67000280","2010-2014","75-79",110,37484
"67000280","2010-2014","80-84",459,137884
"67000280","2015-2019","40-44",19,72007
"67000280","2015-2019","45-49",34,81009
"67000280","2015-2019","50-54",22,29212
"67000280","2015-2019","55-59",67,67586
"67000280","2015-2019","60-64",67,50963
"67000280","2015-2019","65-69",203,129701
"67000280","2015-2019","70-74",64,28954
"67000280","2015-2019","75-79",39,13991
"67000280","2015-2019","80-84",774,221964
"67000290","1995-1999","40-44",18,43785
"67000290","1995-1999","45-49",12,20660
"67000290","1995-1999","50-54",30,49684
"67000290","1995-1999","55-59",41,43111
"67000290","1995-1999","60-64",57,46026
"67000290","1995-1999","65-69",48,39010
"67000290","1995-1999","70-74",107,69023
"67000290","1995-1999","75-79",439,207780
"67000290","1995-1999","80-84",54,21508
"67000290","2000-2004","40-44",9,18295
"67000290","2000-2004","45-49",44,93802
"67000290","2000-2004","50-54",24,32824
"67000290","2000-2004","55-59",111,118909
"67000290","2000-2004","60-64",40,31095
"67000290","2000-2004","65-69",163,106442
"67000290","2000-2004","70-74",34,14874
"67000290","2000-2004","75-79",243,111152
"67000290","2000-2004","80-84",147,48194
"67000290","2005-2009","40-44",4,14614
"67000290","2005-2009","45-49",45,95958
"67000290","2005-2009","50-54",31,44963
"67000290","2005-2009","55-59",44,52277
"67000290","2005-2009","60-64",187,145027
"67000290","2005-2009","65-69",40,27364
"67000290","2005-2009","70-74",36,17805
"67000290","2005-2009","75-79",105,40115
"67000290","2005-2009","80-84",815,254468
"67000290","2010-2014","40-44",19,69377
"67000290","2010-2014","45-49",175,378079
"67000290","2010-2014","50-54",48,99120
"67000290","2010-2014","55-59",87,93413
"67000290","2010-2014","60-64",93,67647
"67000290","2010-2014","65-69",49,21802
"67000290","2010-2014","70-74",145,69939
"67000290","2010-2014","75-79",174,70513
"67000290","2010-2014","80-84",93,31206
"67000290","2015-2019","40-44",68,219278
"67000290","2015-2019","45-49",15,31263
"67000290","2015-2019","50-54",9,25506
"67000290","2015-2019","55-59",15,18501
"67000290","2015-2019","60-64",16,16702
"67000290","2015-2019","65-69",30,23203
"67000290","2015-2019","70-74",739,308018
"67000290","2015-2019","75-79",165,51444
"67000290","2015-2019","80-84",102,29803
"67000300","1995-1999","40-44",8,17992
"67000300","1995-1999","45-49",47,76308
"67000300","1995-1999","50-54",13,24135
"67000300","1995-1999","55-59",88,101495
"67000300","1995-1999","60-64",89,77273
"67000300","1995-1999","65-69",14,9305
"67000300","1995-1999","70-74",220,120951
"67000300","1995-1999","75-79",174,74115
"67000300","1995-1999","80-84",103,38187
"67000300","2000-2004","40-44",10,22225
"67000300","2000-2004","45-49",13,20598
"67000300","2000-2004","50-54",33,51423
"67000300","2000-2004","55-59",18,24341
"67000300","2000-2004","60-64",101,89263
"67000300","2000-2004","65-69",135,98939
"67000300","2000-2004","70-74",79,41393
"67000300","2000-2004","75-79",148,63242
"67000300","2000-2004","80-84",93,27687
"67000300","2005-2009","40-44",19,44547
"67000300","2005-2009","45-49",8,28050
"67000300","2005-2009","50-54",48,71824
"67000300","2005-2009","55-59",10,9975
"67000300","2005-2009","60-64",13,8907
"67000300","2005-2009","65-69",164,109320
"67000300","2005-2009","70-74",88,45284
"67000300","2005-2009","75-79",54,22087
"67000300","2005-2009","80-84",109,35025
"67000300","2010-2014","40-44",36,141593
"67000300","2010-2014","45-49",9,35009
"67000300","2010-2014","50-54",11,29384
"67000300","2010-2014","55-59",23,28434
"67000300","2010-2014","60-64",60,52043
"67000300","2010-2014","65-69",20,9905
"67000300","2010-2014","70-74",45,25309
"67000300","2010-2014","75-79",54,17242
"67000300","2010-2014","80-84",316,94813
"67000300","2015-2019","40-44",12,24332
"67000300","2015-2019","45-49",2,4774
"67000300","2015-2019","50-54",20,42068
"67000300","2015-2019","55-59",89,83122
"67000300","2015-2019","60-64",35,33020
"67000300","2015-2019","65-69",46,36689
"67000300","2015-2019","70-74",147,78455
"67000300","2015-2019","75-79",133,42089
"67000300","2015-2019","80-84",67,17643
"67000310","1995-1999","40-44",37,76360
"67000310","1995-1999","45-49",12,28436
"67000310","1995-1999","50-54",19,26926
"67000310","1995-1999","55-59",28,29195
"67000310","1995-1999","60-64",57,40396
"67000310","1995-1999","65-69",56,34819
"67000310","1995-1999","70-74",34,15509
"67000310","1995-1999","75-79",111,54290
"67000310","1995-1999","80-84",121,43290
"67000310","2000-2004","40-44",17,43316
"67000310","2000-2004","45-49",35,88518
"67000310","2000-2004","50-54",29,35274
"67000310","2000-2004","55-59",219,183524
"67000310","2000-2004","60-64",317,221550
"67000310","2000-2004","65-69",12,7368
"67000310","2000-2004","70-74",49,17921
"67000310","2000-2004","75-79",259,104822
"67000310","2000-2004","80-84",347,115811
"67000310","2005-2009","40-44",39,147386
"67000310","2005-2009","45-49",20,45202
"67000310","2005-2009","50-54",75,100122
"67000310","2005-2009","55-59",117,122539
"67000310","2005-2009","60-64",114,80520
"67000310","2005-2009","65-69",67,28643
"67000310","2005-2009","70-74",166,73445
"67000310","2005-2009","75-79",30,12604
"67000310","2005-2009","80-84",202,59613
"67000310","2010-2014","40-44",62,212650
"67000310","2010-2014","45-49",40,100537
"67000310","2010-2014","50-54",76,91928
"67000310","2010-2014","55-59",20,24390
"67000310","2010-2014","60-64",49,28340
"67000310","2010-2014","65-69",107,55476
"67000310","2010-2014","70-74",252,97762
"67000310","2010-2014","75-79",299,93292
"67000310","2010-2014","80-84",58,13550
"67000310","2015-2019","40-44",14,44415
"67000310","2015-2019","45-49",12,38699
"67000310","2015-2019","50-54",53,74293
"67000310","2015-2019","55-59",80,83297
"67000310","2015-2019","60-64",21,14755
"67000310","2015-2019","65-69",41,19442
"67000310","2015-2019","70-74",25,10156
"67000310","2015-2019","75-79",134,41226
"67000310","2015-2019","80-84",244,59129
"67000320","1995-1999","40-44",9,32028
"67000320","1995-1999","45-49",20,29062
"67000320","1995-1999","50-54",16,24308
"67000320","1995-1999","55-59",30,19607
"67000320","1995-1999","60-64",60,55300
"67000320","1995-1999","65-69",127,80434
"67000320","1995-1999","70-74",146,76738
"67000320","1995-1999","75-79",43,19699
"67000320","1995-1999","80-84",53,17450
"67000320","2000-2004","40-44",26,67096
"67000320","2000-2004","45-49",108,236274
"67000320","2000-2004","50-54",7,12527
"67000320","2000-2004","55-59",30,29430
"67000320","2000-2004","60-64",29,22154
"67000320","2000-2004","65-69",17,13332
"67000320","2000-2004","70-74",43,18351
"67000320","2000-2004","75-79",27,10924
"67000320","2000-2004","80-84",87,26627
"67000320","2005-2009","40-44",14,41871
"67000320","2005-2009","45-49",11,37252
"67000320","2005-2009","50-54",85,138983
"67000320","2005-2009","55-59",141,149847
"67000320","2005-2009","60-64",59,46569
"67000320","2005-2009","65-69",46,39094
"67000320","2005-2009","70-74",164,70583
"67000320","2005-2009","75-79",63,26878
"67000320","2005-2009","80-84",86,26154
"67000320","2010-2014","40-44",13,31999
"67000320","2010-2014","45-49",15,35091
"67000320","2010-2014","50-54",47,73020
"67000320","2010-2014","55-59",89,87806
"67000320","2010-2014","60-64",85,55806
"67000320","2010-2014","65-69",44,27358
"67000320","2010-2014","70-74",100,45898
"67000320","2010-2014","75-79",176,59107
"67000320","2010-2014","80-84",185,61477
"67000320","2015-2019","40-44",5,21499
"67000320","2015-2019","45-49",94,226962
"67000320","2015-2019","50-54",22,41250
"67000320","2015-2019","55-59",17,23235
"67000320","2015-2019","60-64",105,84390
"67000320","2015-2019","65-69",15,10791
"67000320","2015-2019","70-74",98,47257
"67000320","2015-2019","75-79",110,36391
"67000320","2015-2019","80-84",327,94978
"67000330","1995-1999","40-44",87,258252
"67000330","1995-1999","45-49",12,26577
"67000330","1995-1999","50-54",22,33042
"67000330","1995-1999","55-59",5,7731
"67000330","1995-1999","60-64",47,48161
"67000330","1995-1999","65-69",78,54797
"67000330","1995-1999","70-74",18,12478
"67000330","1995-1999","75-79",103,44719
"67000330","1995-1999","80-84",357,134493
"67000330","2000-2004","40-44",11,52798
"67000330","2000-2004","45-49",23,26530
"67000330","2000-2004","50-54",51,75573
"67000330","2000-2004","55-59",45,62372
"67000330","2000-2004","60-64",41,46306
"67000330","2000-2004","65-69",30,17997
"67000330","2000-2004","70-74",34,18978
"67000330","2000-2004","75-79",293,130450
"67000330","2000-2004","80-84",37,11419
"67000330","2005-2009","40-44",11,49490
"67000330","2005-2009","45-49",12,19367
"67000330","2005-2009","50-54",73,116232
"67000330","2005-2009","55-59",21,23949
"67000330","2005-2009","60-64",58,45022
"67000330","2005-2009","65-69",53,35779
"67000330","2005-2009","70-74",10,9325
"67000330","2005-2009","75-79",26,13007
"67000330","2005-2009","80-84",193,67741
"67000330","2010-2014","40-44",10,27859
"67000330","2010-2014","45-49",37,92853
"67000330","2010-2014","50-54",12,17780
"67000330","2010-2014","55-59",31,40797
"67000330","2010-2014","60-64",120,103067
"67000330","2010-2014","65-69",134,74549
"67000330","2010-2014","70-74",173,70197
"67000330","2010-2014","75-79",129,51241
"67000330","2010-2014","80-84",344,98865
"67000330","2015-2019","40-44",31,107665
"67000330","2015-2019","45-49",37,136216
"67000330","2015-2019","50-54",4,9776
"67000330","2015-2019","55-59",38,55412
"67000330","2015-2019","60-64",55,56554
"67000330","2015-2019","65-69",138,88455
"67000330","2015-2019","70-74",26,11656
"67000330","2015-2019","75-79",64,24151
"67000330","2015-2019","80-84",83,26320
"67000340","1995-1999","40-44",66,139731
"67000340","1995-1999","45-49",27,45187
"67000340","1995-1999","50-54",10,14398
"67000340","1995-1999","55-59",16,21798
"67000340","1995-1999","60-64",107,101600
"67000340","1995-1999","65-69",128,82104
"67000340","1995-1999","70-74",82,40008
"67000340","1995-1999","75-79",827,375872
"67000340","1995-1999","80-84",345,118763
"67000340","2000-2004","40-44",8,21953
"67000340","2000-2004","45-49",7,13458
"67000340","2000-2004","50-54",30,40221
"67000340","2000-2004","55-59",11,16565
"67000340","2000-2004","60-64",42,37905
"67000340","2000-2004","65-69",42,26465
"67000340","2000-2004","70-74",96,38932
"67000340","2000-2004","75-79",29,12440
"67000340","2000-2004","80-84",194,59800
"67000340","2005-2009","40-44",16,51675
"67000340","2005-2009","45-49",11,28175
"67000340","2005-2009","50-54",112,160883
"67000340","2005-2009","55-59",11,10933
"67000340","2005-2009","60-64",26,16107
"67000340","2005-2009","65-69",19,10015
"67000340","2005-2009","70-74",212,93928
"67000340","2005-2009","75-79",32,10414
"67000340","2005-2009","80-84",103,33434
"67000340","2010-2014","40-44",6,28698
"67000340","2010-2014","45-49",21,47026
"67000340","2010-2014","50-54",5,7794
"67000340","2010-2014","55-59",62,50298
"67000340","2010-2014","60-64",149,114831
"67000340","2010-2014","65-69",85,45570
"67000340","2010-2014","70-74",102,43778
"67000340","2010-2014","75-79",160,52478
"67000340","2010-2014","80-84",147,38050
"67000340","2015-2019","40-44",40,164781
"67000340","2015-2019","45-49",33,89570
"67000340","2015-2019","50-54",22,32912
"67000340","2015-2019","55-59",37,45028
"67000340","2015-2019","60-64",53,38440
"67000340","2015-2019","65-69",185,102948
"67000340","2015-2019","70-74",106,39500
"67000340","2015-2019","75-79",138,47120
"67000340","2015-2019","80-84",150,36071
"67000350","1995-1999","40-44",8,20417
"67000350","1995-1999","45-49",13,26871
"67000350","1995-1999","50-54",6,9765
"67000350","1995-1999","55-59",48,40379
"67000350","1995-1999","60-64",22,22979
"67000350","1995-1999","65-69",16,13257
"67000350","1995-1999","70-74",56,29194
"67000350","1995-1999","75-79",201,103990
"67000350","1995-1999","80-84",15,10646
"67000350","2000-2004","40-44",7,21287
"67000350","2000-2004","45-49",34,61449
"67000350","2000-2004","50-54",82,95413
"67000350","2000-2004","55-59",22,29067
"67000350","2000-2004","60-64",26,22300
"67000350","2000-2004","65-69",438,247138
"67000350","2000-2004","70-74",117,59061
"67000350","2000-2004","75-79",79,39499
"67000350","2000-2004","80-84",50,15643
"67000350","2005-2009","40-44",7,27115
"67000350","2005-2009","45-49",5,15152
"67000350","2005-2009","50-54",13,19833
"67000350","2005-2009","55-59",48,57470
"67000350","2005-2009","60-64",12,12252
"67000350","2005-2009","65-69",80,40326
"67000350","2005-2009","70-74",31,20331
"67000350","2005-2009","75-79",54,21024
"67000350","2005-2009","80-84",29,6514
"67000350","2010-2014","40-44",12,29214
"67000350","2010-2014","45-49",4,8166
"67000350","2010-2014","50-54",37,55577
"67000350","2010-2014","55-59",18,18863
"67000350","2010-2014","60-64",118,84919
"67000350","2010-2014","65-69",101,64119
"67000350","2010-2014","70-74",139,57060
"67000350","2010-2014","75-79",272,84375
"67000350","2010-2014","80-84",71,19811
"67000350","2015-2019","40-44",8,17293
"67000350","2015-2019","45-49",2,10607
"67000350","2015-2019","50-54",9,13688
"67000350","2015-2019","55-59",31,33490
"67000350","2015-2019","60-64",57,41230
"67000350","2015-2019","65-69",59,28304
"67000350","2015-2019","70-74",31,15337
"67000350","2015-2019","75-79",110,32326
"67000350","2015-2019","80-84",1,2046
"67000360","1995-1999","40-44",19,63445
"67000360","1995-1999","45-49",4,12164
"67000360","1995-1999","50-54",11,15194
"67000360","1995-1999","55-59",58,73105
"67000360","1995-1999","60-64",24,26637
"67000360","1995-1999","65-69",39,20866
"67000360","1995-1999","70-74",249,147513
"67000360","1995-1999","75-79",99,54554
"67000360","1995-1999","80-84",98,32835
"67000360","2000-2004","40-44",5,19681
"67000360","2000-2004","45-49",40,92567
"67000360","2000-2004","50-54",11,23217
"67000360","2000-2004","55-59",82,95245
"67000360","2000-2004","60-64",19,15456
"67000360","2000-2004","65-69",10,6396
"67000360","2000-2004","70-74",22,12012
"67000360","2000-2004","75-79",14,8755
"67000360","2000-2004","80-84",70,27290
"67000360","2005-2009","40-44",8,46846
"67000360","2005-2009","45-49",4,11295
"67000360","2005-2009","50-54",9,16065
"67000360","2005-2009","55-59",11,18336
"67000360","2005-2009","60-64",99,76227
"67000360","2005-2009","65-69",72,45138
"67000360","2005-2009","70-74",61,32565
"67000360","2005-2009","75-79",33,11753
"67000360","2005-2009","80-84",68,28898
"67000360","2010-2014","40-44",72,262089
"67000360","2010-2014","45-49",23,46393
"67000360","2010-2014","50-54",29,54359
"67000360","2010-2014","55-59",25,42466
"67000360","2010-2014","60-64",49,45482
"67000360","2010-2014","65-69",69,47174
"67000360","2010-2014","70-74",13,5100
"67000360","2010-2014","75-79",37,11571
"67000360","2010-2014","80-84",66,14922
"67000360","2015-2019","40-44",14,48658
"67000360","2015-2019","45-49",4,24156
"67000360","2015-2019","50-54",66,117732
"67000360","2015-2019","55-59",11,11537
"67000360","2015-2019","60-64",79,68455
"67000360","2015-2019","65-69",125,92352
"67000360","2015-2019","70-74",80,37859
"67000360","2015-2019","75-79",30,15124
"67000360","2015-2019","80-84",163,42354
"67000370","1995-1999","40-44",13,35040
"67000370","1995-1999","45-49",14,26887
"67000370","1995-1999","50-54",8,11281
"67000370","1995-1999","55-59",28,26565
"67000370","1995-1999","60-64",61,58258
"67000370","1995-1999","65-69",97,63030
"67000370","1995-1999","70-74",108,61884
"67000370","1995-1999","75-79",65,36779
"67000370","1995-1999","80-84",160,57612
"67000370","2000-2004","40-44",12,24499
"67000370","2000-2004","45-49",7,19129
"67000370","2000-2004","50-54",84,126130
"67000370","2000-2004","55-59",18,18960
"67000370","2000-2004","60-64",88,67577
"67000370","2000-2004","65-69",165,112445
"67000370","2000-2004","70-74",130,73420
"67000370","2000-2004","75-79",158,64067
"67000370","2000-2004","80-84",32,9992
"67000370","2005-2009","40-44",4,12029
"67000370","2005-2009","45-49",8,21363
"67000370","2005-2009","50-54",46,69614
"67000370","2005-2009","55-59",58,56483
"67000370","2005-2009","60-64",28,19987
"67000370","2005-2009","65-69",27,16359
"67000370","2005-2009","70-74",107,42675
"67000370","2005-2009","75-79",63,24374
"67000370","2005-2009","80-84",577,180706
"67000370","2010-2014","40-44",1,6026
"67000370","2010-2014","45-49",40,88062
"67000370","2010-2014","50-54",29,40706
"67000370","2010-2014","55-59",8,9532
"67000370","2010-2014","60-64",103,89601
"67000370","2010-2014","65-69",49,23654
"67000370","2010-2014","70-74",211,100048
"67000370","2010-2014","75-79",125,51467
"67000370","2010-2014","80-84",111,29535
"67000370","2015-2019","40-44",35,137529
"67000370","2015-2019","45-49",21,54436
"67000370","2015-2019","50-54",12,24390
"67000370","2015-2019","55-59",45,50794
"67000370","2015-2019","60-64",8,15817
"67000370","2015-2019","65-69",33,20270
"67000370","2015-2019","70-74",45,18268
"67000370","2015-2019","75-79",40,9591
"67000370","2015-2019","80-84",111,32746
