"TOWNCODE","PERIOD","AGE","CASE","POP"
"67000270","2005-2009","65-69",152,92680
"67000270","2005-2009","70-74",85,55008
"67000270","2005-2009","75-79",206,80749
"67000270","2005-2009","80-84",27,8822
"67000270","2010-2014","40-44",41,146665
"67000270","2010-2014","45-49",17,62868
"67000270","2010-2014","50-54",11,23536
"67000270","2010-2014","55-59",114,161864
"67000270","2010-2014","60-64",44,37965
"67000270","2010-2014","65-69",37,23920
"67000270","2010-2014","70-74",76,31294
"67000270","2010-2014","75-79",199,73175
"67000270","2010-2014","80-84",125,45059
"67000270","2015-2019","40-44",8,23792
"67000270","2015-2019","45-49",20,60422
"67000270","2015-2019","50-54",27,51250
"67000270","2015-2019","55-59",4,9911
"67000270","2015-2019","60-64",56,48728
"67000270","2015-2019","65-69",13,10445
"67000270","2015-2019","70-74",113,59124
"67000270","2015-2019","75-79",84,25114
"67000270","2015-2019","80-84",54,16154
"67000280","1995-1999","40-44",5,33500
"67000280","1995-1999","45-49",18,29770
"67000280","1995-1999","50-54",15,23963
"67000280","1995-1999","55-59",29,24475
"67000280","1995-1999","60-64",16,15434
"67000280","1995-1999","65-69",49,29004
"67000280","1995-1999","70-74",29,13627
"67000280","1995-1999","75-79",33,17912
"67000280","1995-1999","80-84",28,14506
"67000280","2000-2004","40-44",8,39805
"67000280","2000-2004","45-49",63,160011
"67000280","2000-2004","50-54",39,55471
"67000280","2000-2004","55-59",81,89008
"67000280","2000-2004","60-64",29,24382
"67000280","2000-2004","65-69",224,127991
"67000280","2000-2004","70-74",78,31939
"67000280","2000-2004","75-79",48,15440
"67000280","2000-2004","80-84",95,32403
"67000280","2005-2009","40-44",18,84557
"67000280","2005-2009","45-49",21,46575
"67000280","2005-2009","50-54",16,31013
"67000280","2005-2009","55-59",36,33239
"67000280","2005-2009","60-64",164,142920
"67000280","2005-2009","65-69",9,7206
"67000280","2005-2009","70-74",129,57234
"67000280","2005-2009","75-79",40,13190
"67000280","2005-2009","80-84",265,78893
"67000280","2010-2014","40-44",3,12146
"67000280","2010-2014","45-49",3,12475
"67000280","2010-2014","50-54",21,39443
"67000280","2010-2014","55-59",20,22066
"67000280","2010-2014","60-64",48,37945
"67000280","2010-2014","65-69",270,176156
"67000280","2010-2014","70-74",23,12134
"67000280","2010-2014","75-79",301,99779
"67000280","2010-2014","80-84",92,18026
"67000280","2015-2019","40-44",2,16857
"67000280","2015-2019","45-49",8,20303
"67000280","2015-2019","50-54",23,34310
"67000280","2015-2019","55-59",10,17311
"67000280","2015-2019","60-64",34,37993
"67000280","2015-2019","65-69",5,7721
"67000280","2015-2019","70-74",12,7128
"67000280","2015-2019","75-79",53,17680
"67000280","2015-2019","80-84",81,20121
"67000290","1995-1999","40-44",16,54030
"67000290","1995-1999","45-49",20,36480
"67000290","1995-1999","50-54",17,30995
"67000290","1995-1999","55-59",8,11020
"67000290","1995-1999","60-64",42,26842
"67000290","1995-1999","65-69",32,15214
"67000290","1995-1999","70-74",31,11185
"67000290","1995-1999","75-79",62,25140
"67000290","1995-1999","80-84",155,57942
"67000290","2000-2004","40-44",14,33216
"67000290","2000-2004","45-49",15,50761
"67000290","2000-2004","50-54",81,108806
"67000290","2000-2004","55-59",10,18475
"67000290","2000-2004","60-64",71,50674
"67000290","2000-2004","65-69",39,23466
"67000290","2000-2004","70-74",96,39256
"67000290","2000-2004","75-79",33,10128
"67000290","2000-2004","80-84",117,38781
"67000290","2005-2009","40-44",7,29363
"67000290","2005-2009","45-49",2,7201
"67000290","2005-2009","50-54",44,91987
"67000290","2005-2009","55-59",7,11237
"67000290","2005-2009","60-64",98,69113
"67000290","2005-2009","65-69",94,53429
"67000290","2005-2009","70-74",34,10058
"67000290","2005-2009","75-79",112,28954
"67000290","2005-2009","80-84",56,14074
"67000290","2010-2014","40-44",10,36517
"67000290","2010-2014","45-49",24,101700
"67000290","2010-2014","50-54",6,12140
"67000290","2010-2014","55-59",12,15578
"67000290","2010-2014","60-64",51,45007
"67000290","2010-2014","65-69",172,93536
"67000290","2010-2014","70-74",15,6859
"67000290","2010-2014","75-79",59,17884
"67000290","2010-2014","80-84",125,37066
"67000290","2015-2019","40-44",20,61292
"67000290","2015-2019","45-49",28,84174
"67000290","2015-2019","50-54",20,54920
"67000290","2015-2019","55-59",27,45381
"67000290","2015-2019","60-64",22,21980
"67000290","2015-2019","65-69",128,76483
"67000290","2015-2019","70-74",54,26207
"67000290","2015-2019","75-79",365,115119
"67000290","2015-2019","80-84",200,43555
"67000300","1995-1999","40-44",21,43699
"67000300","1995-1999","45-49",12,22411
"67000300","1995-1999","50-54",35,42079
"67000300","1995-1999","55-59",158,152394
"67000300","1995-1999","60-64",30,20357
"67000300","1995-1999","65-69",45,23843
"67000300","1995-1999","70-74",349,138432
"67000300","1995-1999","75-79",75,23096
"67000300","1995-1999","80-84",70,22199
"67000300","2000-2004","40-44",44,156016
"67000300","2000-2004","45-49",26,76170
"67000300","2000-2004","50-54",53,65565
"67000300","2000-2004","55-59",10,14810
"67000300","2000-2004","60-64",84,57129
"67000300","2000-2004","65-69",31,22475
"67000300","2000-2004","70-74",219,76994
"67000300","2000-2004","75-79",150,52826
"67000300","2000-2004","80-84",160,38884
"67000300","2005-2009","40-44",11,43538
"67000300","2005-2009","45-49",9,25541
"67000300","2005-2009","50-54",37,74952
"67000300","2005-2009","55-59",27,26657
"67000300","2005-2009","60-64",16,14432
"67000300","2005-2009","65-69",15,7472
"67000300","2005-2009","70-74",65,23168
"67000300","2005-2009","75-79",74,20609
"67000300","2005-2009","80-84",166,40761
"67000300","2010-2014","40-44",36,110082
"67000300","2010-2014","45-49",5,22624
"67000300","2010-2014","50-54",16,38108
"67000300","2010-2014","55-59",44,59708
"67000300","2010-2014","60-64",105,104670
"67000300","2010-2014","65-69",30,17899
"67000300","2010-2014","70-74",73,27224
"67000300","2010-2014","75-79",46,13367
"67000300","2010-2014","80-84",9,2570
"67000300","2015-2019","40-44",7,35686
"67000300","2015-2019","45-49",16,55419
"67000300","2015-2019","50-54",7,19621
"67000300","2015-2019","55-59",15,25760
"67000300","2015-2019","60-64",104,106695
"67000300","2015-2019","65-69",33,21557
"67000300","2015-2019","70-74",120,56574
"67000300","2015-2019","75-79",268,80567
"67000300","2015-2019","80-84",21,6056
"67000310","1995-1999","40-44",21,49749
"67000310","1995-1999","45-49",9,14287
"67000310","1995-1999","50-54",6,11953
"67000310","1995-1999","55-59",64,53527
"67000310","1995-1999","60-64",16,6703
"67000310","1995-1999","65-69",30,20211
"67000310","1995-1999","70-74",43,32487
"67000310","1995-1999","75-79",76,34690
"67000310","1995-1999","80-84",67,22932
"67000310","2000-2004","40-44",19,76008
"67000310","2000-2004","45-49",17,51934
"67000310","2000-2004","50-54",26,30452
"67000310","2000-2004","55-59",37,34206
"67000310","2000-2004","60-64",99,62165
"67000310","2000-2004","65-69",53,26192
"67000310","2000-2004","70-74",280,110480
"67000310","2000-2004","75-79",66,24604
"67000310","2000-2004","80-84",58,25184
"67000310","2005-2009","40-44",9,31804
"67000310","2005-2009","45-49",20,41141
"67000310","2005-2009","50-54",34,44325
"67000310","2005-2009","55-59",37,34945
"67000310","2005-2009","60-64",190,118973
"67000310","2005-2009","65-69",84,36554
"67000310","2005-2009","70-74",166,55487
"67000310","2005-2009","75-79",224,76130
"67000310","2005-2009","80-84",68,29149
"67000310","2010-2014","40-44",3,14861
"67000310","2010-2014","45-49",16,63154
"67000310","2010-2014","50-54",9,19904
"67000310","2010-2014","55-59",15,9002
"67000310","2010-2014","60-64",37,30955
"67000310","2010-2014","65-69",130,66634
"67000310","2010-2014","70-74",62,26954
"67000310","2010-2014","75-79",216,58230
"67000310","2010-2014","80-84",536,126566
"67000310","2015-2019","40-44",13,39502
"67000310","2015-2019","45-49",20,49847
"67000310","2015-2019","50-54",24,61852
"67000310","2015-2019","55-59",17,23302
"67000310","2015-2019","60-64",59,39968
"67000310","2015-2019","65-69",79,40817
"67000310","2015-2019","70-74",265,100353
"67000310","2015-2019","75-79",205,61189
"67000310","2015-2019","80-84",394,85089
"67000320","1995-1999","40-44",17,32573
"67000320","1995-1999","45-49",13,30896
"67000320","1995-1999","50-54",113,139183
"67000320","1995-1999","55-59",40,36380
"67000320","1995-1999","60-64",27,32975
"67000320","1995-1999","65-69",47,31074
"67000320","1995-1999","70-74",120,59631
"67000320","1995-1999","75-79",48,23989
"67000320","1995-1999","80-84",43,15757
"67000320","2000-2004","40-44",54,169628
"67000320","2000-2004","45-49",16,22828
"67000320","2000-2004","50-54",30,39463
"67000320","2000-2004","55-59",4,5141
"67000320","2000-2004","60-64",171,119885
"67000320","2000-2004","65-69",48,34311
"67000320","2000-2004","70-74",573,273544
"67000320","2000-2004","75-79",49,18307
"67000320","2000-2004","80-84",65,20657
"67000320","2005-2009","40-44",8,37723
"67000320","2005-2009","45-49",7,26627
"67000320","2005-2009","50-54",5,4974
"67000320","2005-2009","55-59",31,39038
"67000320","2005-2009","60-64",142,100028
"67000320","2005-2009","65-69",16,8770
"67000320","2005-2009","70-74",69,34637
"67000320","2005-2009","75-79",261,98750
"67000320","2005-2009","80-84",32,12809
"67000320","2010-2014","40-44",8,26283
"67000320","2010-2014","45-49",7,16787
"67000320","2010-2014","50-54",9,8344
"67000320","2010-2014","55-59",8,15567
"67000320","2010-2014","60-64",77,69881
"67000320","2010-2014","65-69",37,22213
"67000320","2010-2014","70-74",76,32502
"67000320","2010-2014","75-79",251,91877
"67000320","2010-2014","80-84",98,26898
"67000320","2015-2019","40-44",8,35342
"67000320","2015-2019","45-49",4,17539
"67000320","2015-2019","50-54",4,10565
"67000320","2015-2019","55-59",28,40363
"67000320","2015-2019","60-64",82,70177
"67000320","2015-2019","65-69",210,131031
"67000320","2015-2019","70-74",123,56111
"67000320","2015-2019","75-79",781,274704
"67000320","2015-2019","80-84",6,2529
"67000330","1995-1999","40-44",9,36516
"67000330","1995-1999","45-49",5,15254
"67000330","1995-1999","50-54",23,33562
"67000330","1995-1999","55-59",24,35273
"67000330","1995-1999","60-64",33,25945
"67000330","1995-1999","65-69",36,34954
"67000330","1995-1999","70-74",64,51413
"67000330","1995-1999","75-79",50,25296
"67000330","1995-1999","80-84",51,18216
"67000330","2000-2004","40-44",3,22213
"67000330","2000-2004","45-49",2,19220
"67000330","2000-2004","50-54",124,196198
"67000330","2000-2004","55-59",13,14206
"67000330","2000-2004","60-64",22,16733
"67000330","2000-2004","65-69",143,102809
"67000330","2000-2004","70-74",17,10740
"67000330","2000-2004","75-79",41,19505
"67000330","2000-2004","80-84",98,35028
"67000330","2005-2009","40-44",6,32385
"67000330","2005-2009","45-49",6,18466
"67000330","2005-2009","50-54",2,7956
"67000330","2005-2009","55-59",23,31501
"67000330","2005-2009","60-64",44,34665
"67000330","2005-2009","65-69",71,44797
"67000330","2005-2009","70-74",49,22760
"67000330","2005-2009","75-79",49,21223
"67000330","2005-2009","80-84",331,118712
"67000330","2010-2014","40-44",9,20592
"67000330","2010-2014","45-49",48,143810
"67000330","2010-2014","50-54",3,10935
"67000330","2010-2014","55-59",2,7794
"67000330","2010-2014","60-64",75,63863
"67000330","2010-2014","65-69",55,45679
"67000330","2010-2014","70-74",143,64297
"67000330","2010-2014","75-79",228,90074
"67000330","2010-2014","80-84",22,8034
"67000330","2015-2019","40-44",41,136184
"67000330","2015-2019","45-49",8,12048
"67000330","2015-2019","50-54",6,13195
"67000330","2015-2019","55-59",67,104289
"67000330","2015-2019","60-64",19,24462
"67000330","2015-2019","65-69",57,51114
"67000330","2015-2019","70-74",116,67326
"67000330","2015-2019","75-79",11,4386
"67000330","2015-2019","80-84",65,14674
"67000340","1995-1999","40-44",12,31329
"67000340","1995-1999","45-49",221,409444
"67000340","1995-1999","50-54",55,71106
"67000340","1995-1999","55-59",7,9426
"67000340","1995-1999","60-64",75,56011
"67000340","1995-1999","65-69",20,15937
"67000340","1995-1999","70-74",31,20252
"67000340","1995-1999","75-79",52,27860
"67000340","1995-1999","80-84",265,112080
"67000340","2000-2004","40-44",10,37845
"67000340","2000-2004","45-49",16,59908
"67000340","2000-2004","50-54",37,40842
"67000340","2000-2004","55-59",12,13038
"67000340","2000-2004","60-64",38,28411
"67000340","2000-2004","65-69",72,40280
"67000340","2000-2004","70-74",148,69989
"67000340","2000-2004","75-79",479,209082
"67000340","2000-2004","80-84",56,19158
"67000340","2005-2009","40-44",6,28559
"67000340","2005-2009","45-49",11,29005
"67000340","2005-2009","50-54",13,31288
"67000340","2005-2009","55-59",10,15925
"67000340","2005-2009","60-64",15,9668
"67000340","2005-2009","65-69",14,7053
"67000340","2005-2009","70-74",20,13281
"67000340","2005-2009","75-79",110,41366
"67000340","2005-2009","80-84",27,8353
"67000340","2010-2014","40-44",3,17510
"67000340","2010-2014","45-49",39,111310
"67000340","2010-2014","50-54",33,60382
"67000340","2010-2014","55-59",21,20531
"67000340","2010-2014","60-64",15,16923
"67000340","2010-2014","65-69",99,52508
"67000340","2010-2014","70-74",170,67312
"67000340","2010-2014","75-79",49,17130
"67000340","2010-2014","80-84",688,196122
"67000340","2015-2019","40-44",2,6614
"67000340","2015-2019","45-49",14,38783
"67000340","2015-2019","50-54",14,26039
"67000340","2015-2019","55-59",5,21307
"67000340","2015-2019","60-64",55,56393
"67000340","2015-2019","65-69",6,3690
"67000340","2015-2019","70-74",80,37454
"67000340","2015-2019","75-79",82,27885
"67000340","2015-2019","80-84",72,19174
"67000350","1995-1999","40-44",18,54081
"67000350","1995-1999","45-49",5,9798
"67000350","1995-1999","50-54",129,176745
"67000350","1995-1999","55-59",116,131138
"67000350","1995-1999","60-64",34,26779
"67000350","1995-1999","65-69",12,14389
"67000350","1995-1999","70-74",56,36562
"67000350","1995-1999","75-79",70,38961
"67000350","1995-1999","80-84",79,35410
"67000350","2000-2004","40-44",12,33766
"67000350","2000-2004","45-49",28,57419
"67000350","2000-2004","50-54",17,21143
"67000350","2000-2004","55-59",67,65661
"67000350","2000-2004","60-64",42,35304
"67000350","2000-2004","65-69",42,30550
"67000350","2000-2004","70-74",84,48320
"67000350","2000-2004","75-79",32,11594
"67000350","2000-2004","80-84",187,70057
"67000350","2005-2009","40-44",4,14687
"67000350","2005-2009","45-49",30,103705
"67000350","2005-2009","50-54",53,92158
"67000350","2005-2009","55-59",81,59211
"67000350","2005-2009","60-64",112,80215
"67000350","2005-2009","65-69",153,97118
"67000350","2005-2009","70-74",49,24353
"67000350","2005-2009","75-79",38,21416
"67000350","2005-2009","80-84",125,40455
"67000350","2010-2014","40-44",8,29679
"67000350","2010-2014","45-49",8,30765
"67000350","2010-2014","50-54",13,20730
"67000350","2010-2014","55-59",77,80946
"67000350","2010-2014","60-64",17,11191
"67000350","2010-2014","65-69",119,80701
"67000350","2010-2014","70-74",78,39851
"67000350","2010-2014","75-79",18,6878
"67000350","2010-2014","80-84",42,14016
"67000350","2015-2019","40-44",5,20706
"67000350","2015-2019","45-49",18,52488
"67000350","2015-2019","50-54",7,12347
"67000350","2015-2019","55-59",17,20155
"67000350","2015-2019","60-64",40,37660
"67000350","2015-2019","65-69",91,47193
"67000350","2015-2019","70-74",282,125543
"67000350","2015-2019","75-79",75,32890
"67000350","2015-2019","80-84",104,28798
"67000360","1995-1999","40-44",8,23172
"67000360","1995-1999","45-49",9,13393
"67000360","1995-1999","50-54",32,42110
"67000360","1995-1999","55-59",38,34602
"67000360","1995-1999","60-64",26,17950
"67000360","1995-1999","65-69",42,36430
"67000360","1995-1999","70-74",57,33987
"67000360","1995-1999","75-79",104,60490
"67000360","1995-1999","80-84",59,22750
"67000360","2000-2004","40-44",7,29247
"67000360","2000-2004","45-49",20,46979
"67000360","2000-2004","50-54",47,72753
"67000360","2000-2004","55-59",38,38454
"67000360","2000-2004","60-64",19,19966
"67000360","2000-2004","65-69",246,170142
"67000360","2000-2004","70-74",27,17612
"67000360","2000-2004","75-79",85,41644
"67000360","2000-2004","80-84",51,18737
"67000360","2005-2009","40-44",2,11558
"67000360","2005-2009","45-49",2,6467
"67000360","2005-2009","50-54",19,50863
"67000360","2005-2009","55-59",43,44274
"67000360","2005-2009","60-64",43,44661
"67000360","2005-2009","65-69",120,79224
"67000360","2005-2009","70-74",35,20921
"67000360","2005-2009","75-79",23,14995
"67000360","2005-2009","80-84",59,21958
"67000360","2010-2014","40-44",2,16123
"67000360","2010-2014","45-49",7,17795
"67000360","2010-2014","50-54",22,49945
"67000360","2010-2014","55-59",83,124210
"67000360","2010-2014","60-64",48,42931
"67000360","2010-2014","65-69",222,143907
"67000360","2010-2014","70-74",149,64155
"67000360","2010-2014","75-79",37,9979
"67000360","2010-2014","80-84",402,138210
"67000360","2015-2019","40-44",18,54270
"67000360","2015-2019","45-49",13,31476
"67000360","2015-2019","50-54",29,56427
"67000360","2015-2019","55-59",24,30884
"67000360","2015-2019","60-64",35,32972
"67000360","2015-2019","65-69",15,9889
"67000360","2015-2019","70-74",114,56882
"67000360","2015-2019","75-79",268,98871
"67000360","2015-2019","80-84",141,35436
"67000370","1995-1999","40-44",3,9977
"67000370","1995-1999","45-49",5,11581
"67000370","1995-1999","50-54",8,22125
"67000370","1995-1999","55-59",28,29087
"67000370","1995-1999","60-64",64,54184
"67000370","1995-1999","65-69",83,63207
"67000370","1995-1999","70-74",63,44670
"67000370","1995-1999","75-79",88,46517
"67000370","1995-1999","80-84",83,38718
"67000370","2000-2004","40-44",13,39091
"67000370","2000-2004","45-49",29,67426
"67000370","2000-2004","50-54",13,23094
"67000370","2000-2004","55-59",9,7594
"67000370","2000-2004","60-64",133,97032
"67000370","2000-2004","65-69",27,14957
"67000370","2000-2004","70-74",112,65299
"67000370","2000-2004","75-79",109,46290
"67000370","2000-2004","80-84",120,42889
"67000370","2005-2009","40-44",10,28231
"67000370","2005-2009","45-49",2,7435
"67000370","2005-2009","50-54",28,75494
"67000370","2005-2009","55-59",34,49113
"67000370","2005-2009","60-64",22,19859
"67000370","2005-2009","65-69",61,34053
"67000370","2005-2009","70-74",107,53497
"67000370","2005-2009","75-79",123,48105
"67000370","2005-2009","80-84",72,28499
"67000370","2010-2014","40-44",53,160448
"67000370","2010-2014","45-49",11,23466
"67000370","2010-2014","50-54",31,62371
"67000370","2010-2014","55-59",28,35622
"67000370","2010-2014","60-64",29,31749
"67000370","2010-2014","65-69",142,74388
"67000370","2010-2014","70-74",251,94241
"67000370","2010-2014","75-79",51,21518
"67000370","2010-2014","80-84",34,11414
"67000370","2015-2019","40-44",7,18343
"67000370","2015-2019","45-49",11,32907
"67000370","2015-2019","50-54",16,43598
"67000370","2015-2019","55-59",19,31017
"67000370","2015-2019","60-64",28,31602
"67000370","2015-2019","65-69",111,63975
"67000370","2015-2019","70-74",50,23068
"67000370","2015-2019","75-79",227,71752
"67000370","2015-2019","80-84",287,72144
